blink_rate,gaze_center,head_angle,face_detected,typing_speed,mouse_movement,mouse_click_rate,idle_time,focus_score,productivity_score,cognitive_load
0.0,0,0.0,0,0.0,0.0,0.0,8.799304723739624,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.894233226776123,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,8.987479448318481,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.096235513687134,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.188709020614624,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.283255338668823,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.39177656173706,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.502473831176758,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.596664428710938,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.690629482269287,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.801320552825928,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.895516633987427,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,9.988338470458984,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.084877967834473,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.207592248916626,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.302854061126709,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.39931344985962,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.507206201553345,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.600526571273804,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.694244384765625,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.786455869674683,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,10.911067247390747,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.00654149055481,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.103062629699707,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.182605028152466,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.306144952774048,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.397659540176392,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.492186784744263,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.5717031955719,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.713182926177979,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.805250644683838,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.884331941604614,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,11.977477073669434,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.105005264282227,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.198119401931763,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.276349067687988,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.370567083358765,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.511461734771729,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.589468955993652,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.683719158172607,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.780293226242065,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.903873443603516,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,12.982274293899536,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,13.074755907058716,0,0,Absent
0.0,0,0.0,0,0.0,0.0,0.0,13.170967817306519,0,0,Absent
